0	1.03965e-06	1.27778e-06	685.484	2284.95	1965.82	-637.049	3607.48	9.26753e-315	1.8993e-06	-8.59646e-07	-4.45564e-07
-2.72703e-07	1.84632e-06	7.43809e-07	618.009	3878.05	1144.32	256.438	4239.62	9.26753e-315	2.08135e-06	-5.07725e-07	-6.74409e-07
0	8.25129e-07	1.42267e-06	544.041	1813.47	2188.72	-1100.14	3457.65	9.26753e-315	1.89385e-06	-1.06872e-06	-3.53627e-07
1.44889e-07	1.03965e-06	1.06326e-06	1003.92	2380.48	1635.78	-82.4881	3466.89	9.26753e-315	1.74582e-06	-5.61277e-07	-5.0766e-07
0	8.31679e-07	1.74017e-06	548.36	1827.87	2677.19	-1564.45	3940.68	9.26753e-315	2.20501e-06	-1.37333e-06	-3.56434e-07
3.17501e-07	8.25129e-07	1.42922e-06	1241.85	2022.81	2198.8	-600.873	3865.53	9.26753e-315	2.0229e-06	-8.80266e-07	-4.89699e-07
0	9.82915e-07	2.20847e-06	648.076	2160.25	3397.65	-2076.59	4884.92	9.26753e-315	2.75395e-06	-1.77103e-06	-4.21249e-07
4.68299e-07	8.31679e-07	1.89141e-06	1577.59	2136.63	2909.86	-1066.14	4780.36	9.26753e-315	2.5501e-06	-1.25013e-06	-5.57133e-07
0	1.26754e-06	2.85968e-06	835.738	2785.79	4399.51	-2695.49	6317.02	9.26753e-315	3.56283e-06	-2.2953e-06	-5.4323e-07
6.5121e-07	9.82915e-07	2.49309e-06	2079.31	2589.62	3835.53	-1509.54	6178.47	9.26753e-315	3.31566e-06	-1.68154e-06	-7.00339e-07
0	1.70059e-06	3.75447e-06	1121.27	3737.56	5776.12	-3492.98	8351.81	9.26753e-315	4.69985e-06	-2.99926e-06	-7.28824e-07
8.94795e-07	1.26754e-06	3.29273e-06	2802.32	3375.77	5065.74	-1984.8	8162.89	9.26753e-315	4.37917e-06	-2.21684e-06	-9.26714e-07
0	2.31783e-06	4.98216e-06	1528.24	5094.13	7664.86	-4558.31	11180.7	9.26753e-315	6.27409e-06	-3.95626e-06	-9.93356e-07
1.22768e-06	1.70059e-06	4.37172e-06	3819.48	4547.02	6725.72	-2552.3	10918.8	9.26753e-315	5.84224e-06	-2.91397e-06	-1.25497e-06
0	3.1792e-06	6.66816e-06	2096.18	6987.26	10258.7	-6004.45	15087.9	9.26753e-315	8.44461e-06	-5.26541e-06	-1.36251e-06
1.686e-06	2.31783e-06	5.84353e-06	5233.72	6205.78	8990.05	-3283.43	14722.9	9.26753e-315	7.85398e-06	-3.85015e-06	-1.71593e-06
0	4.37695e-06	8.98615e-06	2885.9	9619.66	13824.8	-7976.14	20481.7	9.26753e-315	1.14373e-05	-7.06032e-06	-1.87583e-06
