123	2	0.2	-0.0121943	-0.285763
124	2	0.1	-0.0363972	-0.285961
125	2	0	-0.0606916	-0.286343
126	2.1	0.5	0.0619103	-0.310939
127	2.1	0.4	0.0370406	-0.310628
128	2.1	0.3	0.0122618	-0.310481
129	2.1	0.2	-0.0124876	-0.310498
130	2.1	0.1	-0.0372687	-0.310679
131	2.1	0	-0.0621419	-0.311024
132	2.2	0.5	0.0631961	-0.336165
133	2.2	0.4	0.0378105	-0.33589
134	2.2	0.3	0.0125157	-0.335762
135	2.2	0.2	-0.0127504	-0.33578
136	2.2	0.1	-0.0380492	-0.335944
137	2.2	0	-0.0634411	-0.336254
138	2.3	0.5	0.0643302	-0.361875
139	2.3	0.4	0.0384892	-0.361636
140	2.3	0.3	0.0127386	-0.361529
141	2.3	0.2	-0.0129835	-0.361551
142	2.3	0.1	-0.0387389	-0.361699
143	2.3	0	-0.0645889	-0.361974
144	2.4	0.5	0.0653148	-0.388008
145	2.4	0.4	0.0390766	-0.387805
146	2.4	0.3	0.0129289	-0.38772
147	2.4	0.2	-0.0131889	-0.387748
148	2.4	0.1	-0.0393384	-0.387884
149	2.4	0	-0.0655835	-0.388123
150	2.5	0.5	0.0661553	-0.414506
151	2.5	0.4	0.0395728	-0.414337
152	2.5	0.3	0.013083	-0.414276
153	2.5	0.2	-0.0133701	-0.414313
154	2.5	0.1	-0.0398474	-0.414436
155	2.5	0	-0.0664191	-0.41464
156	2.6	0.5	0.0668628	-0.441315
157	2.6	0.4	0.0399772	-0.441176
158	2.6	0.3	0.0131946	-0.441139
159	2.6	0.2	-0.0135315	-0.441183
160	2.6	0.1	-0.0402636	-0.441289
161	2.6	0	-0.0670843	-0.441452
162	2.7	0.5	0.0674563	-0.468397
163	2.7	0.4	0.0402863	-0.46828
164	2.7	0.3	0.0132545	-0.46826
165	2.7	0.2	-0.0136736	-0.468292
166	2.7	0.1	-0.0405788	-0.468361
167	2.7	0	-0.0675649	-0.468474
168	2.8	0.5	0.0679605	-0.495751
169	2.8	0.4	0.0404873	-0.495639
170	2.8	0.3	0.0132625	-0.495591
171	2.8	0.2	-0.0137779	-0.495552
172	2.8	0.1	-0.0407812	-0.495558
173	2.8	0	-0.0678556	-0.495614
174	2.9	0.5	0.0683749	-0.523465
175	2.9	0.4	0.0405609	-0.523288
176	2.9	0.3	0.0132834	-0.523027
177	2.9	0.2	-0.0138102	-0.522854
178	2.9	0.1	-0.040868	-0.522785
179	2.9	0	-0.0679777	-0.522791
180	3	0.5	0.0684474	-0.551959
181	3	0.4	0.0407502	-0.551014
182	3	0.3	0.013408	-0.550421
183	3	0.2	-0.0137533	-0.550095
184	3	0.1	-0.0408644	-0.549969
185	3	0	-0.0679946	-0.549952
