0	0	0.5	0	0
1	0	0.4	0	0
2	0.1	0.5	0.00430102	-0.0018296
3	0.1	0.4	0.00246645	-0.00105911
4	0	0.3	0	0
5	0.2	0.5	0.00857705	-0.00480555
6	0.1	0.3	0.000827928	-0.000740368
7	0.2	0.4	0.00504456	-0.00385603
8	0.2	0.3	0.00169179	-0.00341032
9	0.3	0.5	0.0127486	-0.00929965
10	0	0.2	0	0
11	0.3	0.4	0.00756797	-0.00833491
12	0.1	0.2	-0.000757081	-0.000720547
13	0.3	0.3	0.00251956	-0.0078722
14	0.2	0.2	-0.00161907	-0.00342099
15	0.4	0.5	0.0167795	-0.0153892
16	0	0.1	0	0
17	0.4	0.4	0.00999169	-0.0144558
18	0.1	0.1	-0.00242027	-0.00100932
19	0.3	0.2	-0.00250592	-0.00791228
20	0.4	0.3	0.00330926	-0.0140077
21	0.2	0.1	-0.00507341	-0.00393097
22	0	0	0	0
23	0.5	0.5	0.0206544	-0.0230536
24	0.4	0.2	-0.00334528	-0.0140461
25	0.3	0.1	-0.0076133	-0.00844364
26	0.1	0	-0.00456432	-0.00192705
27	0.5	0.4	0.012315	-0.0221588
28	0.5	0.3	0.00407248	-0.0217263
29	0.2	0	-0.00875895	-0.00492451
30	0.4	0.1	-0.0100449	-0.0145551
31	0.3	0	-0.012854	-0.00942952
32	0.5	0.2	-0.00413745	-0.0217558
33	0.6	0.5	0.0243726	-0.0322369
34	0.6	0.4	0.0145441	-0.0313791
35	0.6	0.3	0.00480982	-0.0309617
36	0.4	0	-0.0168467	-0.0155154
37	0.5	0.1	-0.012379	-0.0222384
38	0.6	0.2	-0.00489081	-0.0309842
39	0.7	0.5	0.0279372	-0.0428769
40	0.7	0.4	0.0166818	-0.0420552
41	0.5	0	-0.0207137	-0.0231662
42	0.6	0.1	-0.0146198	-0.0314432
43	0.7	0.3	0.00551914	-0.0416537
44	0.7	0.2	-0.00561058	-0.0416724
45	0.6	0	-0.0244399	-0.0323358
46	0.8	0.5	0.0313502	-0.0549128
47	0.7	0.1	-0.0167687	-0.0421103
48	0.8	0.4	0.0187285	-0.0541271
49	0.8	0.3	0.00619879	-0.0537427
50	0.8	0.2	-0.00629907	-0.0537597
51	0.7	0	-0.0280177	-0.0429665
52	0.8	0.1	-0.0188261	-0.0541781
53	0.9	0.5	0.034612	-0.0682847
54	0.9	0.4	0.0206843	-0.0675352
55	0.9	0.3	0.00684802	-0.0671686
56	0.8	0	-0.0314441	-0.0549977
57	0.9	0.2	-0.00695716	-0.0671851
58	0.9	0.1	-0.0207921	-0.0675848
59	1	0.5	0.0377225	-0.0829326
60	1	0.4	0.022549	-0.0822196
61	1	0.3	0.00746665	-0.0818712
62	0.9	0	-0.0347182	-0.0683678
63	1	0.2	-0.00758503	-0.0818876
64	1	0.1	-0.0226668	-0.082269
65	1.1	0.5	0.0406814	-0.0987963
66	1.1	0.4	0.0243225	-0.0981198
67	1.1	0.3	0.00805467	-0.0977897
68	1	0	-0.0378399	-0.0830154
69	1.1	0.2	-0.00818267	-0.0978062
70	1.1	0.1	-0.0244503	-0.0981694
71	1.2	0.5	0.0434884	-0.115815
72	1.2	0.4	0.0260047	-0.115175
73	1.1	0	-0.0408092	-0.0988793
74	1.2	0.3	0.00861216	-0.114863
75	1.2	0.2	-0.00875002	-0.11488
76	1.2	0.1	-0.0261426	-0.115225
77	1.3	0.5	0.0461435	-0.133929
78	1.2	0	-0.0436264	-0.115898
79	1.3	0.4	0.0275958	-0.133325
80	1.3	0.3	0.00913918	-0.133032
81	1.3	0.2	-0.00928703	-0.133048
82	1.3	0.1	-0.0277436	-0.133375
83	1.3	0	-0.0462915	-0.134012
84	1.4	0.5	0.0486466	-0.153076
85	1.4	0.4	0.0290956	-0.152509
86	1.4	0.3	0.00963578	-0.152234
87	1.4	0.2	-0.00979366	-0.15225
88	1.4	0.1	-0.0292535	-0.152559
89	1.4	0	-0.0488045	-0.153159
90	1.5	0.5	0.0509977	-0.173196
91	1.5	0.4	0.0305042	-0.172665
92	1.5	0.3	0.010102	-0.172408
93	1.5	0.2	-0.0102699	-0.172425
94	1.5	0.1	-0.0306721	-0.172715
95	1.5	0	-0.0511656	-0.173279
96	1.6	0.5	0.0531968	-0.194228
97	1.6	0.4	0.0318217	-0.193734
98	1.6	0.3	0.0105378	-0.193495
99	1.6	0.2	-0.0107157	-0.193512
100	1.6	0.1	-0.0319996	-0.193784
101	1.6	0	-0.0533746	-0.194311
102	1.7	0.5	0.0552438	-0.216111
103	1.7	0.4	0.0330479	-0.215653
104	1.7	0.3	0.0109432	-0.215433
105	1.7	0.2	-0.0111311	-0.215449
106	1.7	0.1	-0.0332358	-0.215703
107	1.7	0	-0.0554317	-0.216194
108	1.8	0.5	0.0571388	-0.238785
109	1.8	0.4	0.0341829	-0.238364
110	1.8	0.3	0.0113183	-0.238161
111	1.8	0.2	-0.0115161	-0.238178
112	1.8	0.1	-0.0343808	-0.238413
113	1.8	0	-0.0573368	-0.238868
114	1.9	0.5	0.0588816	-0.262188
115	1.9	0.4	0.0352267	-0.261803
116	1.9	0.3	0.011663	-0.261619
117	1.9	0.2	-0.0118705	-0.261636
118	1.9	0.1	-0.0354346	-0.261853
119	1.9	0	-0.05909	-0.262271
120	2	0.5	0.0604722	-0.28626
121	2	0.4	0.0361793	-0.285912
122	2	0.3	0.0119775	-0.285746
